business_id,review_id,useful,stars,date,talksamb,talksfood,talksprice,talksservice,isambgood,isfoodgood,ispricegood,isservicegood,text
_GTu9MAHtHMkpIUbGSMsdg,dGnvF6QmBNOPyMMaQATkuw,2,4,8/9/2010,1,1,0,0,1,1,0,0,50's music  pictures of old Pasadena  i.e. the building stages of the Rose Bowl.  a mural of the classic 20's bridge out side  with a watering station for dogs.  Balloons for kids and Bob's classic menu  Big Boy combo with salad and fries  the Brownie Sunday  Pappy Parker's Fried Chicken.  Covered outdoor seating available.  A great place to go with kids  dogs or boomers.
_GTu9MAHtHMkpIUbGSMsdg,DtxufDMrjpfvn8d2x_5JjA,2,3,1/13/2011,0,1,0,0,1,0,0,1,I stopped in purely out of curiousity  because I can't even remember the last time I ate at a Bob's Big Boy.  It must be 15 years at least!  The remodel is actually quite nice  especially if you get a booth (see pic).  The covered patio also has heaters and ceiling fans  but not sure if those are holdovers from when this was a Baja Fresh.  At any rate  the food is unremarkable.  Salad & turkey sandwich on grilled sourdough are very standard  and competently prepared.  The menu reminds you a lot of Dennys  and whether that's good/bad/neutral  I'm gonna leave that up to you.  Breakfast food is served all day.  My server  however  was extremely polite and very on top of it  so that's the main reason this Bob's Big Boy pulls up to 3 stars.  Hey corporate and store manager - this guy spared you from getting the oh-so dreaded 2 stars.
_jg2zJPu7iNI0Ct0XNN3YQ,h6qPjkGkc8ibrHlq-YeApg,1,4,5/3/2011,0,1,1,0,0,0,1,0,I've lived near punjabi by nature for a while and I never took the time to try it out but I'm glad I finally did.  The first time I went here I figured they could justify such a cheap price for the buffet by charging for the naan. I was wrong  the naan is free unless you get the specialty naan  then it's a couple of bucks extra.   The food here is pretty decent  not the best indian food but it's way decent for the price. I'm a huge fan of the zucchini and  of course  the tiki masala.    The food's a little hit or miss with the rice sometimes being overcooked  but overall  it's a way decent meal for the price.
_jg2zJPu7iNI0Ct0XNN3YQ,3zIffBirizXK1pqj9j4g2A,2,4,6/8/2010,1,1,1,1,1,1,1,1,First I have to say: I agree with the 4 star rating of this place.  Second I have to say: Affordable  good Indian buffet!?!? Woohoo!  Yumtastic Indian food  beautiful / mildly classy interior look & feel  pleasant Indian music playing in the background  excellent service  and an outstanding price.  The reason I give 4 stars instead of 5 is because they don't include mattar paneer  vegetable biryani  OR samosas in the buffet (ever) and these are three of my fav Indian dishes...  Still  I'm definitely a fan and will recommend as well as return to PBN in the near future!
_jg2zJPu7iNI0Ct0XNN3YQ,JdCoW3xJJyl_Z1ChUP1FwQ,6,3,3/8/2011,1,1,0,0,1,0,0,0,Small spot with 8-9 tables. $7.99 AYCE buffet which includes fresh baked naan & soft drink with refills of both. Extra fresh naan doesn't seem too common at most buffets.   Average sized spread with 8 hot dishes. Today was 5 veggie curries  2 chicken curries  and tandoori chicken. Also rice  salad  and papadams as well as melon and rice pudding for dessert. Four sauces like raita  tamarind  and that green minty sauce are available.  Good overall. Nothing stood out as great or bad. The tandoori chicken was moist which is better than most buffets  but pretty bland flavorwise. It tasted better shredded into the chicken tikka masala.  Good place for starving students and the value concious to fill up.  Side Note: Cool elephant thing on the wall above the buffet and be sure look up and check out the fabric covered ceiling.
_jg2zJPu7iNI0Ct0XNN3YQ,GqbtVx4mmDxamkPBzcNrWA,1,4,3/24/2010,0,1,0,0,0,1,0,1,Taste: 4 Value: 4 Service: 4  Came here with a friend for dinner and got a couple different dishes. Overall  the food was pretty good  and we didn't have any big problems. Service was good as well. Definitely would drop by in the future  possibly to try out their lunch buffet since that seems to be pretty popular based on the Yelp reviews.  Ranking of Indian food in Berkeley: 1. Indian Flavors Express 2. Punjabi by Nature 3. Royal Indian Cuisine 4. Tandoor Kitchen 5. House of Curries 6. Naan N Curry
_jg2zJPu7iNI0Ct0XNN3YQ,m6Ydb_JsiGCg6oL7k5SHCA,6,4,1/1/2010,1,1,1,1,0,1,1,1,"Look people  you have to judge the food in the category it is in as well as the location. As far as cheap Indian buffets are concerned  Punjabi by Nature is a win! BTW this is my first Yelp review  so sorry in advance if it rants!  Price/Value:  Their buffet is only $8 (at time of writing)  which is a great value considering that competing India Princess  Viceroy  and Pasand will all cost you $10+ per person for one Naan and one curry dish. The closest you'll come to price is Biryani House  which still runs you $8 for one naan and one dish. Oh and did I mention a free refillable soda is also included in the price? Viceroy's buffet is the same price (no Soda) as Punjabi  BUT  read below...  The Taste:  Keep in mind this is coming from a native of India who has eaten at every single Indian restaurant in Berkeley at least 3 times each. Not only is this the best cheap Indian buffet in Berkeley  it has some of the best overall food as well (see rankings below).  -The naan is some of the best you can get in Berkeley  soft and chewy/ crisp ratio nailed to perfection.   *CRITICSMS*:  -The food tastes great..when it's warm. Which is not very often. You have to have your timing right so you don't get there at an off hour when nothing fresh is coming out. Otherwise  the quality of the food quickly deteriorates to be far worse than many of the restaurants I've ranked below. So it's really a hit or miss depending on freshness/warmth of food. I don't know why for the life of them why they don't keep the food warm!  -The food will put you to sleep. Out of the Indian food in Berkeley  this is probably some of the most heavy in terms of you feeling groggy/ lethargic afterwards. My reccomendation: Don't eat too much of the cream-based dishes  that's usually the culprit.   - NO variation in selection. I've been here a lot  and the dishes are almost always the same  save perhaps one dish which I don't bother touching most of the time anyways. So you can get bored of these place real fast  even if though the food is good.   Service: Pretty good in my opinion. The Nepali waitress usually there is very nice and greets you with a smile every time; the owners do not when they are managing but the service is still there. When my favorite dish was gone at 9pm  I requested more even though the place was deserted  and the waitress happily ordered more to be made from the kitchen. That's great customer service and a win in my book. Oh and your water glass is always full  what more can you ask from a buffet with no tip?   This is how I'd rank the taste of North Indian Restaurants in Berkeley (this takes into account everything  naan quality and consistency  curries  etc.) The list is not exhaustive yet  as this is my first review.  Now I know a lot of you are going to disagree  but keep in mind this is coming from someone who is a native Indian. I'm sure for non-Indians many of these restaurants seemingly serve great"" Indian food.  **I will keep updating this ranking list **  Updated 6/24/2010  1) Flavors of India / Kabab and Karahi (tie) 2) Himalaya 3) Urbann Turbann ($5 Cholay wrap: best value for your money  period). 4) Punjabi By Nature 5) Chaat Cafe 6) Priya 7) Viks (yeah  I know I'm going to get a lot of flak for this one  but it's true folks  severely overrated due to bandwagoning)  8) Breads of India (OK  but overpriced) 9) Biryani House 10) Khana Peena (the one on Solano  a little better than the other one) 11) Pasand (OK  but severely overpriced) 12) House of Curries (College) 13)  Kabana (Great food loses massive points for racially based treatment of customers) 14) Tandoor Kitchen 15) Khana Peena (the one on Shattuck  absolute trash  avoid)  16) Indus Valley Restaurant (literally serves frozen vegetable curries)  **Now if I called Khana Peena Shattuck trash  then you can imagine how the following are...yeah...these don't deserve to even be ranked**  House of Curries (Durant) Naan N Curry"""
_jg2zJPu7iNI0Ct0XNN3YQ,S61AyJYN-J-egDSgO9DChw,1,4,6/13/2010,1,1,1,1,1,0,1,0,3.5 Stars.  Pros - Very cheap $7.99 includes fountain soda refills & freshly made Naan. The decor is nicer than what you would expect for the price they charge.(BTW... look straight up at the ceiling for a pleasant surprise) Their food is tasty enough for me. My favorite dish was Chicken Tikka Marsala. I liked how they labelled each item.  Cons-  Barely enough variety but acceptable for $8. Some yelpers commented that their sauces are watery.(they mean thin consistency vs thick but not diluted or weak in flavor) I like thick curry sauce to pour over my rice.BTW their rice is like dorm rice.edible after you drown it with sauce.  Their Tandoori Chicken was OK. I expected it to have more flavor & alittle more spicy kick to it but it satisfied my craving for meat. It irritated me that the staff was very slow to replenish the Tandoori Chicken. I watched them restock the other items but it took them a longer time to bring out more Chicken. It took them so long that I had to ask them if they were working on it.They said they were aware but it still took them a long time even after I spoke up. I think they need to monitor the food more closely & cook more food before it runs out.( especially the Tandoori Chicken).  I plan to come back once in awhile but the low variety & slow restocking made a negative impression on me.
_jg2zJPu7iNI0Ct0XNN3YQ,LrMxkwTtof-ZzVdgwi42tg,1,4,1/11/2010,0,1,1,0,0,1,1,1,$7.99 Indian dinner buffet includes naan and soda. Same price for lunch. It's a great deal. I'm sure there's off days  but it's been fine when I've gone.   Best is the chicken masala  and there's usually about 6 different options  evenly split between vegetarian and meat.  Service is actually better than some sit-down restaurants I've been to. And they have beer on tap. Not sure what it is  but it was pretty cheap at $3 a pint and $8 a pitcher.
_jg2zJPu7iNI0Ct0XNN3YQ,geqFstIhNdEjnjP7GAa5sw,1,4,5/4/2011,1,1,1,0,1,1,1,0,Way better and cheaper than Naan 'n Curry  and nicer atmosphere too. Definitely worth a second visit. The veggie korma was good and so was the chicken tikka masala. The aloo palak was also yummy  and the naan was hot and fresh. Awesome!
_jg2zJPu7iNI0Ct0XNN3YQ,ri1DqjllpQ3dni0eIFZpXw,2,4,3/10/2010,0,1,1,0,0,1,1,0,I never met a buffet I didn't like.  well  ok  so some hometown buffets are downright disgusting  but as far as indian goes  i loooove me my indian buffets.    now typically the indian buffet only comes out at lunch  but punjabi by nature is filling that night time buffet void in my life by offering buffets for every meal.    ok  so it's not the biggest spread i've seen at a buffet  but they've got the staples.  And sure  it's not the most delicious indian food i've ever had  but it's still pretty tasty and a buffet  and I wanted to go back time and time again  and the meats were plentiful and the sauces thick and delicious.  totally not the worst indian buffet i've had  in fact  pretty darn good.  did i mention that it's the cheapest indian dinner i've had in a long time/ever?    mmm  punjabi  i'd almost move to berkeley just for your unlimited indian food access all night long.
_jg2zJPu7iNI0Ct0XNN3YQ,NR6mb5gdu-LJ2YxpehFYnw,1,2,4/15/2010,0,1,0,1,0,0,0,0,"The lunch buffet wasn't the worst meal that I've ever had  but who has heard of Indian lunch buffet without good vegetarian options?  There were two or three different"" veg-friendly dishes.  Potatoes in a red not-that-flavorful sauce  and potatoes in a red not-that-flavorful sauce with some green peppers in it.  No sauce variation  so spinach  no cheese.  If I had to sum it up in a word: Boring  and if I had two  I'd add: Bland.  I love Indian food  and Indian buffets are usually my favorite.  Still on the search for something good in the Easy Bay."""
_jg2zJPu7iNI0Ct0XNN3YQ,v1uJEQZuSRGjSzqVRHsDyA,2,4,6/13/2010,0,1,1,0,0,0,1,0,Though not the best Indian food I've had by any means  their offerings are still pretty solid and at $7.99 for the lunch/dinner buffet it's an awesome deal.  Chicken Tikka Masala - not bad  decent flavor. Aloo Bhurtha - meh  overly grainy texture and a bit bland. Vegetable Korma - very good!  easily the best of the selection of curries. Chicken Tandoori - didn't get a chance to try it  but my friend said it was mad dry @_@ Naan - only okay  it was more on the thin and crispy side and I much prefer mine thick and fluffy.  The buffet also includes your choice of soda with free refills  not to mention a good variety of dipping sauces.
_jg2zJPu7iNI0Ct0XNN3YQ,7HKZ2xP4_vVcLrFQzNAoag,2,1,3/26/2010,1,1,1,0,0,0,0,0,"With all the Indian places around here  this is possibly one of the worst. How can EVERY Indian restaurant get 4 stars? Do people know what good / bad Indian food is?  It used to be Khana Peena  which was ok  then it was Dollar Curry  which was kinda ok  and now it's Punjabi.... which is pretty bad. The CTM is not real CTM  i dunno what it is... and here's the most interesting part:  Lunch Buffet is $7.99  posted right there on a sign. I had no time  so had to get it to go. I filled up a tiny  mini plastic container with some rice and chicken  and the woman rang me up for $10. $10?! It says $7.99! It costs more if you take it go...."" even if you get less food. I almost walked out without paying.  Come on  are times that hard that restaurants have to tack on $2  here and there and stiff their customers? That just isn't right."""
_jg2zJPu7iNI0Ct0XNN3YQ,NRq6CYAIWrepYE1R9YUkqA,3,4,10/25/2011,1,1,0,1,1,1,1,1,I love me some Indian Food and this place is great if your are in the mood for authentic Cheap Indian Cuisine.  I have gone here twice with a co-worker and there $7.99 buffet is as good as it gets. The wait staff is very accomdating and friendly. There selection in the buffet is plentiful. The place is quaint and perfect to go solo.
_jg2zJPu7iNI0Ct0XNN3YQ,efichD6kaph1woW_rLicMw,3,5,9/19/2010,0,1,1,0,0,1,1,0,$7.99 ALL YOU CAN EAT + FREE DRINK (INCLUDES NAAN!) Must I say more?  If you have had Indian food around Berkeley  you know it can get pretty pricey. WHY?? It's just naan and curry! Seriously  stop wasting your money because this is the best value for very good quality food.   Chicken Tiki Masala is an always good staple and everything is bottomless! So come hungry and leave happy.  Good Food  Good Friends  ENJOY!
_jg2zJPu7iNI0Ct0XNN3YQ,guto2u8lH97V0NSa2Pi80g,1,4,1/18/2010,1,1,0,0,1,1,1,0,Like most of the reviewers  I think the buffet is an awesome deal. Service is good and the place is really clean. The naan and papadum are fresh.  Loved the chicken masala  especially since I was turned off by the salty curries from House of Curries the night before. The chicken was tender and the sauce was creamy.   One of the reviewers was right: the food will put you to sleep--at least that's what it did to me.  I'm coming back!!!
_jg2zJPu7iNI0Ct0XNN3YQ,0B3fxFTuv5tcdb9vCwbUrQ,2,3,3/14/2011,1,1,1,1,1,1,1,0,The food was excellent! The atmosphere was lovely considering how cheap the meal was! All of these things will keep me coming back. But...The service was lacking. I just came in today with my boyfriend for the first time. We were originally going to go to Saturn  but decided to give this place a try instead. The girl at the counter seemed as though she didn't give a shit  and had a slightly demeaning tone. I had to get up and remind them of our naan as no mention of bringing it to the table was mentioned  and I had to get our own water and refills  because even though it's wasn't even busy and the girl was just sitting there  she couldn't manage to see that we may need some refills. If they don't want to have to serve at all then why don't they just keep the water in a fridge like they do at naan and curry?
_jg2zJPu7iNI0Ct0XNN3YQ,MrQr0sSEhwjb3_qSrWj5Ww,2,3,1/11/2011,0,1,1,0,1,0,1,0,Yesss they are all you can eat at 7.99 both lunch and dinner!(probably  the most impt reason for their ratings!)   The other important consideration would be the location. Right on oxford street.  Hubby and me walked in for dinner yesterday  and were impressed by the spread and the large Ganesha mural. What we were not impressed by was the quality of the spread.   Spinach and garbanzo  Broccoli masala  Vegetarian kurma  Rajma  Fresh beans in masala and Dal makhani. All these curries will get 2-3 on 5  mainly because the base sauce for many of them was the same and really not exciting from a mix of flavors perspective.  The naans will get a 4.5 from us. They were made fresh and were crispy and soft.   The rice was nothing to talk about  and the rice pudding was blah!  Didn't try the salads/raitha or the non vegetarian dishes.  May go back here coz it's cheap and serves Indian!
_jg2zJPu7iNI0Ct0XNN3YQ,inOXqtTQmr8fMwhrQT_HNg,2,4,4/25/2011,1,1,1,1,0,1,1,0,Forget Naan n' Curry  come to this place.  It offers more bang for the buck.  The buffet is only 7.99  with endless naan  so you really can't go wrong for the price.    I can recommend the indian salad  the seasoned rice  the naan  the BBQ redened chicken drumsticks  and especially the chicken tiki masala.  A single plate of the mentioned food above would easily run 8-9 bucks at another Indian joint  so why not get here and get it endless?  Parking really sucks (street parking only).  Sometimes  the service is lacking too because there is only one waitress for the entire restaurant.  While the food is not spectacular  its been consistent for the times I've eaten here.    PROTIP:  Take the 1R and it stops right by this place.  The rice pudding is good too!
_jg2zJPu7iNI0Ct0XNN3YQ,KEXiXelGS3wNpeCAL2ouYw,2,4,9/11/2010,0,1,0,0,0,1,1,0,Buffet for $7.99. Must try  if you are looking for a good indian buffet. Need I say more. It blows Naan N Curry out of the water. Thats not saying much because naan N Curry is probably the most disgusting indian restaurant in all of berkeley.  They also have fresh naan  made to order  unlike NNC which has them sitting out and getting stale.
_jg2zJPu7iNI0Ct0XNN3YQ,hJ6vJMVJMZkS0fEDkTUSbQ,1,3,7/30/2012,1,1,0,1,0,1,1,0,"My friends and I stopped by this place yesterday while taking a break from the Olympics frenzy. At first glance  it doesn't seem like the place to go to  due to the lack of customers (at the time). The $7.99 buffet deal seemed too good to be true. But since we were all starving and didn't want to stray too far from our apartment  we gave it a shot. To make this review concise  here are some quick things to consider about this place before you decide to take that $7.99 chance.  Pros: - Chicken tikki masala. Wow. Sweet & creamy goodness. Get it. A LOT OF IT. - Naan is usually served hot  fresh  and as much as you want. If it's not there though  ask the waitress/waiter. - For a buffet  much of the food was quite decent. I could actually taste some quality in a dish.  Cons: - Not the greatest service. The waitress  after seating us  wasn't prone to helping us out unless we prodded her consistently. - I noticed that the salad  fruit and some of the curries weren't very fresh. Somewhat old actually. We ate around 7:30ish (which is late)  but still. Just a warning. - DON'T expect a lot of variety in these dishes. There weren't a lot of choices; at most  there were 7. A few were empty throughout the night  despite the waitress saying they were working on it.""  Overall  it filled my stomach well. It isn't a bad restaurant to go to for some near-broke college students that are completely devoid of food. But  it isn't a place I would want to go to again. One-time experience is more than enough.   Fun fact: Although they do play Punjabi music  it's funny that the workers in the back are blasting out Latin music  muffling out the Punjabi environment lol."""
_jg2zJPu7iNI0Ct0XNN3YQ,b3heMsKa7uqunHef_TQJxg,1,5,1/11/2010,1,1,1,1,1,1,1,1,FABULOUS EVERYTHING: quality  quantity  price  seating  hospitality. Two of us ate lunch for just over $20. My friend Kevin N would probably like it.
_jg2zJPu7iNI0Ct0XNN3YQ,hb7_cN00ec2LltfqV8_i4w,1,4,7/7/2012,1,1,0,0,0,1,1,1,This is an amazing place to go to when you are extremely hungry and just want some nice hot food.   Not all the dishes are absolutely amazing  but the ones that are are definitely enough to fill you up. I definitely recommend the Tikka Masala as it has a much more savory (and less sweet) taste than that of other South Asian restaurants in Berkeley. They also have fresh-made naan  nice and hot  served to your table when requested. Everything else is up to your taste  so there were definitely dishes I wasn't fond of but overall the experience is great every time I go.
_kukye9j79yaTjjedDwrcQ,YF4Jx-e0prCywWhlvj7vYw,1,4,1/31/2012,1,1,0,0,1,1,0,0,"A berkeley landmark. Been here since my freshman year  the coffee is pretty good. The setting is beautiful  outdoor seating (with heating) as well as indoor seating. Love their white mocha (mocha bianca"")  but they aren't really big for re-fills/byom. They give you $0.10 off...seriously?   That aside  just a really pretty place to have coffee  do homework  hang out. Sometimes hard to find setaing though."""
_kukye9j79yaTjjedDwrcQ,OlHulrZKgVSm303Ics5IJw,5,4,11/18/2010,1,1,1,0,1,1,0,0,Professor office hours  a quick break from class  meeting with friends  coffee dates  mad sprints at 11:59pm to buy a cup of coffee before the next days midterm....the list could go on and on for what this place has been for me.  My experience in Berkeley would have been different without Strada. I used to walk by the place everyday without fail. I love sitting outside on a sunny day  being surrounded by trees and people watch (yes I know what you're thinking  but ey a girl can do what she wants during her free time). The pastries and drinks are good  if it's your first time try the Mocha Biancha (white chocolate).   Overall  Strada coffees were life-savers during my final seasons and definitely a staple at Berkeley. Caffe Strada  thank you  for continually serving the Cal community.
_kukye9j79yaTjjedDwrcQ,HhTJqCZhggIKOi83aIi9lA,10,4,2/6/2010,1,1,0,0,1,0,0,0,I came here a while back in a slightly chilly evening. And this place was beautiful  especially with the outside terrace seating with heat lamps and ample seating and a very nice casual ambiance. You know here is where you can grab a book and a coffee and just enjoy life leisurely and appreciate life in a pleasant mood
_kukye9j79yaTjjedDwrcQ,Fx3kq1G7-T2RjPlwV_AC8w,1,4,11/8/2010,1,1,0,1,1,1,0,1,"When you spend 16 hours finishing a p-chem problem set and need to study for two midterms occurring the following day  nothing sends the adrenaline pumping like a cup of Cafe Strada's Mocha Bianca. (I'm surprised I'm even coherent enough to type proper English). It does just the trick: their coffee isn't super bitter or super sweet. It's a very refreshing experience. I love how Cafe Strada has this ambiance of--well  what a cafe should be: people having conversations  college students studying  and plenty of outdoor seating. I feel one of the things you should do in college is to actually get a cup of coffee  sit outside  and read a book. It's just one-of-things on your to-do list  I feel. I'm a huge fan of their Mocha Bianca  mainly because of its rich and aromatic feel. Creamy and light. Frothy and humble. Just what coffee should be.   -1 however for their whip cream they put on top of the coffee. It's TOO thick. Personally  I think if you're going to own a coffee shop  you should take time to make your own whip cream. Whip cream that foams just slightly  that gives"" slightly when you put it on top of hot coffee so that when you sip on it  it just froths in your mouth. I think their whip cream just doesn't cut it. It sticks to the walls of your mouth and doesn't give a bouncy texture.   Service is wonderful. They make their coffee fast and it's pretty decent.   Oh  and if you're not into coffee  they have (I think) the BEST apple cider :) On a rainy day  treat yourself to one. It's the perfect perk-me-up drink!"""
_kukye9j79yaTjjedDwrcQ,l82tfemvFEO5NRYrXlyldw,1,4,4/30/2010,1,1,0,1,1,1,0,1,Great PLACE.   Favorite coffee shop in Berkeley.  Awesome environment  great coffee  cool staff.     Drink recommendations:  Gelido (Mocha Frappe)  Americano  and Mocha.
_kukye9j79yaTjjedDwrcQ,RcDS2IyZzSeT9sRE7LmhnA,1,4,3/14/2011,1,1,0,0,1,0,0,0,"Strada was the spot to study and people watch. I have spent a lot of time here outside on the patio  chatting with friends  studying""  people watching  and daydreaming.  I don't drink coffee anymore  but when I did  I used to always order the Bianca Mocha. After I quit coffee  I stuck with their Italian sodas.  I kinda miss this place  and I miss chilling on the patio. :("""
_kukye9j79yaTjjedDwrcQ,RVN0Gts44sfflzXkhoUX5w,1,2,2/7/2010,0,1,0,0,0,0,0,0,"Overrated cafe.  People just hog tables all day to do homework AKA facebook"" and talk about nonsense.  It's super annoying too when the GSI's decide to meet with their students here and take over a whole section."""
_kukye9j79yaTjjedDwrcQ,QrE7bGk6hke31MrATouLMw,2,1,7/21/2011,1,1,1,0,0,0,0,0,cash only.  90cent charge for hot water to refill hot tea. claustrophobic  dirty  single bathroom  I use to really like this place because they were nice and the coffee was good. but it is not any of that anymore. granted I haven't been back for at least 2 years. what happened to this place? maybe business got TOO good and they think they can be rude now.   man  this place had so much potential.  Go down bancroft and you'll hit another coffee shop. WAYYY better. really good food. free wifi. GO THERE instead!
_kukye9j79yaTjjedDwrcQ,PzfCYo0QaeTd6w1btAy29A,2,4,5/5/2012,1,1,0,0,1,1,0,0,TIP #1: The wifi does not work. If you're sitting on the east side  use the Bancroft Hotel's wifi. If you're sitting on the west patio  use Freehouse's wifi. If you're sitting on the north side of the patio  use Airbears. Or  just ask whoever's around you for help!  TIP #2: Cash only.   Strada's got the two key things for a good cafe: atmosphere and good coffee.   It's beautiful to sit out on the patio when the sun is out. You can watch the crazy  intricate dance of pedestrians  cars  buses and bikes at College and Bancroft. You can get lost in a book. You can plug into one of the many outlets available outside and type  type  type away. You can glance up occasionally at the interesting stranger across the patio...  It's also nice to make a Strada run at 11:30pm when you know you're going to be up late. The streets are dark and the crazy intersection is now deserted. The warmth of the coffee in your hands is a comforting reminder that Strada will always have your back when you need a caffeine boost.   I stick to the iced coffee or espresso. Super simple and quick. It's sometimes a challenge to find an open spot  but people are usually kind and will scoot over on the bench  or plug my laptop in for me.
_kukye9j79yaTjjedDwrcQ,QeEmMtxP-vAapgA2pe_W3g,1,3,2/20/2011,1,1,0,0,1,0,0,0,Love their patio seating with the heat lamps ! :D  They have OK selection of pastries/baked goods... coffee is meh - kind of bland tasting & wish they'd have a bit wider selection though  It's right across from the campus too so very convenient ... esp for the music/architecture students  But it is loud there so it's more of a place for mingling than studying..
_kukye9j79yaTjjedDwrcQ,jcEKEoW4hyzNGqZUMSyjhA,4,3,12/6/2010,0,1,0,0,0,1,0,0,When I think of Caffe Strada  it occasions images of mocha biancas and afternoon cigarettes.  Well at least that's what Caffe Strada meant to me back in circa 1999 when I was a college freshman who still thought a mocha bianca was good coffee and that smoking cigarettes was cool.    Fast forward 10 some odd years and I found myself on the corner of Bancroft and College Ave  amid a flurry of doe-eyed aspiring scholars with their Cal sweaters and messenger bags.  One sip of a small mocha bianca (an extra shot of espresso for good measure) and I revert back to a moment when my responsibilities lasted a semester at a time  walking to class was my daily exercise and the world was my oyster.    I am the sentimental type.
_kukye9j79yaTjjedDwrcQ,sSXtuxVov-XHHDEym0i_wQ,1,4,2/5/2011,0,1,0,0,0,1,0,0,All the desserts here look soooo tempting. But I've only gotten the cinnamon roll and banana cream pie here. The pie had the perfect amount of banana and I actually dream about buying this pie a lot again. I just haven't had the time yet :3
_kukye9j79yaTjjedDwrcQ,rhxRQMB7N397R5OX50gHCQ,2,4,7/17/2012,1,1,0,0,1,0,0,0,I wish I had more chances to come here. One of my favorite spots to chill in Berkeley. 5 stars for location and ambiance (lots of outdoor seating)...but 2-3 stars for the coffee and the food. Let's bring some game to those food choices eh ??
_kukye9j79yaTjjedDwrcQ,kdSJdZchPVSJgfS9xoDFOA,4,2,10/19/2011,0,1,0,1,1,0,0,0,The wifi is awful.  The toilet is outside and grubby.  The servers seemed on another planet mixed with aloofness.  On the plus side  it is a beautiful space to sit and read or chat over coffee with friends  so taken in that context if you can go there without technology needs and an empty bladder - please do.
_kukye9j79yaTjjedDwrcQ,1YGSNmnVGYKIviVa1on61A,2,5,9/13/2011,0,0,0,0,1,1,0,0,Strada has mastered the foam.  Their Vanilla Lattes are absolutely addicting.  Patio provides a prime people watching spot.
_kukye9j79yaTjjedDwrcQ,JRM04NuUBp9F6vwZIsNDbA,1,4,7/27/2012,1,1,0,0,1,0,0,0,I wish they had more drinks and pastry choices  but the environment is very welcoming and very comfortable for multiple occassions- a cute date  to study  to chat with old friends  to chat with strangers.   I love the heated patio. Everyone loves the heated patio. You too  if you go  would love the heated patio.
_kukye9j79yaTjjedDwrcQ,44CjnweVdNDBMJi05iPs1g,2,4,10/4/2010,1,1,1,1,1,1,1,1,They've got overhead heaters for those seated outside! Copious seating both inside and out.  Great prices. Great espresso drinks. The lines move fast. A vat of brown sugar for sweetening and a water fountain right where you'd expect one.  Where else can you find students and professors working on adjacent tables on a Sunday at midnight?  Bring travelers checks or be prepared with the greenbacks.
_kukye9j79yaTjjedDwrcQ,y_xlRcRHJWN3tIrVhTplag,1,5,9/4/2012,1,1,1,0,1,1,0,0,If I had to choose just one word to describe Caffe Strada it would be perfect. Every type of caffeinated drink is made/blended/warmed to perfection. The cafe itself is perfect. It's how I imagine a cafe to be! With indoor and outdoor seating  surrounding by tall lush green bushes  it will give you the privacy you need from the streets and pedestrians. It's spacious so you'll always find a spot to sit and talk  read  or just do work. I am absolutely obsessed with this place!  The best drink I've had from this place is an iced white mocha. There wasn't an overpowering taste of artificial white mocha nor of burnt espresso. It was a perfect balance. Even a regular coffee is the perfect blend. There's no reason not to go here if you're a student at UC Berkeley. It's right next to campus and has very reasonably priced coffee. It's a nice change in scenery for those who are trying to study but not feel constricted in a library. I love this place!
_kukye9j79yaTjjedDwrcQ,mvOce_UbP3APqF341Kj8wQ,1,3,2/18/2011,1,1,0,1,0,1,0,1,This place is too popular! The drinks here are convenient and the service is quick! I love all their Italian soda flavors!  If you want a quiet place to study by yourself  don't come here because there's lots of groups and chatter going on. I wouldn't recommend coming here at night; I heard that someone threatened customers and stole their laptops sometime last year.
_kukye9j79yaTjjedDwrcQ,ULZL6pGMKKlxw-vP_im_lA,3,4,10/6/2010,0,1,0,1,1,1,0,1,Minus the Mexican guys trying to flirt with me sometimes  service is decent. You'll always get your drink within 2 minutes from ordering it  so that's always a plus.  Always crowded inside  but if you wait long enough  you can get a seat!  My all-time faves are the House Iced Coffee and the Bianca Mocha. nomnomnom.  Open late  so you've always get 'till 12 to study! I go here on the weekends  when the library closes early... or when I am too lazy to walk anywhere far.   The most convenient location on the southside of campus!
_kukye9j79yaTjjedDwrcQ,Vg3e8flKaesduzmQx1y6dQ,1,4,6/20/2012,1,1,0,1,0,1,0,0,I have had so many meetings here without having bought anything.  I am so sorry.  I have tried their small MOCHA BIANCA  or white chocolate mocha  which is around $3. It is soooooooooooo sweet  and so wonderfully yummy.  Another time I was waiting for a friend and was guilted into buying a HOT APPLE CIDER for $2.75. They heat it using their foam latte machine thingy  which was appropriate for the chilly Berkeley night. The apple flavor was very rich and smooth. But  I can't figure out why I chose to pay $3 for warm apple liquid...And  on top of that  my friend and I moved our meeting on campus. So that guilt trip was FOR NAUGHT.  Heat lamps are outside  small tables everywhere  and a bathroom hidden around the back. Really  who can forget the place where my friend went to the bathroom and found a turd that missed its destination into the toilet bowl and instead graced the rim of the toilet. Oh Berkeley.
_kukye9j79yaTjjedDwrcQ,G_OFwnXrw4SLIzzx-nJt7w,1,5,12/16/2010,1,0,0,0,1,0,0,1,This place gets 5 stars. Two reasons:  1. You could fall in love out on the patio. It's very romantic out there.  2. A friend of mine forget her bag at the cafe this week. Her iPad was in the bag.  And guess what-  the fine people at Caffe Strada had found it and kept it safe.  For that reason alone -- know that if you leave a Rolex or your laptop there by accident  it will most likely be there if you go back.
